entrynum,smiles,pka_type,pka_value,temp,remarks,method,ref,ref_remarks,entry_remarks,original_iupac_name,original_iupac_nickname,source,uniqueid,pressure,acidity_label
2978,Oc1ccc(Br)cc1,pK1,9.244,31.9,m=0.00014,O5a,B96,Thermodynamic quantities are derived from the results,,"phenol, 4-bromo-",,serjeant,serjeant2978,,A
2978,Oc1ccc(Br)cc1,pK1,9.152,39.7,m=0.00014,O5a,B96,Thermodynamic quantities are derived from the results,,"phenol, 4-bromo-",,serjeant,serjeant2978,,A
2978,Oc1ccc(Br)cc1,pK1,9.073,45.3,m=0.00014,O5a,B96,Thermodynamic quantities are derived from the results,,"phenol, 4-bromo-",,serjeant,serjeant2978,,A
2978,Oc1ccc(Br)cc1,pK1,9.019,50.8,m=0.00014,O5a,B96,Thermodynamic quantities are derived from the results,,"phenol, 4-bromo-",,serjeant,serjeant2978,,A
2978,Oc1ccc(Br)cc1,pK1,8.971,56,m=0.00014,O5a,B96,Thermodynamic quantities are derived from the results,,"phenol, 4-bromo-",,serjeant,serjeant2978,,A
2978,Oc1ccc(Br)cc1,pK1,8.947,58.6,m=0.00014,O5a,B96,Thermodynamic quantities are derived from the results,,"phenol, 4-bromo-",,serjeant,serjeant2978,,A
2979,Oc1ccccc1I,pK1,8.513,25,m=0.00021,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-iodo-",,serjeant,serjeant2979,,A
2979,Oc1ccccc1I,pK1,8.765,5,m=0.00021,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-iodo-",,serjeant,serjeant2979,,A
2979,Oc1ccccc1I,pK1,8.694,10,m=0.00021,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-iodo-",,serjeant,serjeant2979,,A
2979,Oc1ccccc1I,pK1,8.628,15,m=0.00021,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-iodo-",,serjeant,serjeant2979,,A
2979,Oc1ccccc1I,pK1,8.568,20,m=0.00021,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-iodo-",,serjeant,serjeant2979,,A
2979,Oc1ccccc1I,pK1,8.463,30,m=0.00021,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-iodo-",,serjeant,serjeant2979,,A
2979,Oc1ccccc1I,pK1,8.418,35,m=0.00021,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-iodo-",,serjeant,serjeant2979,,A
2979,Oc1ccccc1I,pK1,8.377,40,m=0.00021,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-iodo-",,serjeant,serjeant2979,,A
2979,Oc1ccccc1I,pK1,8.34,45,m=0.00021,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-iodo-",,serjeant,serjeant2979,,A
2979,Oc1ccccc1I,pK1,8.306,50,m=0.00021,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-iodo-",,serjeant,serjeant2979,,A
2980,Oc1cccc(I)c1,pK1,9.033,25,m=0.00012,O5a,B95,,,"phenol, 3-iodo-",,serjeant,serjeant2980,,A
2980,Oc1cccc(I)c1,pK1,9.261,10,m=0.00012,O5a,B95,,,"phenol, 3-iodo-",,serjeant,serjeant2980,,A
2980,Oc1cccc(I)c1,pK1,9.18,15,m=0.00012,O5a,B95,,,"phenol, 3-iodo-",,serjeant,serjeant2980,,A
2980,Oc1cccc(I)c1,pK1,9.104,20,m=0.00012,O5a,B95,,,"phenol, 3-iodo-",,serjeant,serjeant2980,,A
2980,Oc1cccc(I)c1,pK1,8.967,30,m=0.00012,O5a,B95,,,"phenol, 3-iodo-",,serjeant,serjeant2980,,A
2980,Oc1cccc(I)c1,pK1,8.905,35,m=0.00012,O5a,B95,,,"phenol, 3-iodo-",,serjeant,serjeant2980,,A
2980,Oc1cccc(I)c1,pK1,8.848,40,m=0.00012,O5a,B95,,,"phenol, 3-iodo-",,serjeant,serjeant2980,,A
2980,Oc1cccc(I)c1,pK1,8.794,45,m=0.00012,O5a,B95,,,"phenol, 3-iodo-",,serjeant,serjeant2980,,A
2980,Oc1cccc(I)c1,pK1,8.744,50,m=0.00012,O5a,B95,,,"phenol, 3-iodo-",,serjeant,serjeant2980,,A
2980,Oc1cccc(I)c1,pK1,8.697,55,m=0.00012,O5a,B95,,,"phenol, 3-iodo-",,serjeant,serjeant2980,,A
2980,Oc1cccc(I)c1,pK1,8.653,60,m=0.00012,O5a,B95,,,"phenol, 3-iodo-",,serjeant,serjeant2980,,A
2981,Oc1ccc(I)cc1,pK1,9.327,24.5,m=2.2E-05,O5a,B96,,,"phenol, 4-iodo-",,serjeant,serjeant2981,,A
2981,Oc1ccc(I)cc1,pK1,9.538,10,m=2.2E-05,O5a,B96,,,"phenol, 4-iodo-",,serjeant,serjeant2981,,A
2981,Oc1ccc(I)cc1,pK1,9.519,11.7,m=2.2E-05,O5a,B96,,,"phenol, 4-iodo-",,serjeant,serjeant2981,,A
2981,Oc1ccc(I)cc1,pK1,9.444,16.5,m=2.2E-05,O5a,B96,,,"phenol, 4-iodo-",,serjeant,serjeant2981,,A
2981,Oc1ccc(I)cc1,pK1,9.206,33.8,m=2.2E-05,O5a,B96,,,"phenol, 4-iodo-",,serjeant,serjeant2981,,A
2981,Oc1ccc(I)cc1,pK1,9.126,41.9,m=2.2E-05,O5a,B96,,,"phenol, 4-iodo-",,serjeant,serjeant2981,,A
2981,Oc1ccc(I)cc1,pK1,9.053,50,m=2.2E-05,O5a,B96,,,"phenol, 4-iodo-",,serjeant,serjeant2981,,A
2981,Oc1ccc(I)cc1,pK1,8.994,55.7,m=2.2E-05,O5a,B96,,,"phenol, 4-iodo-",,serjeant,serjeant2981,,A
2986,O=Nc1ccc(O)cc1,pK1,6.361,25,"m=0.00007, I=0.01-0.04",O5a,F12,,,"phenol, 4-nitroso-",,serjeant,serjeant2986,,A
2996,O=[N+]([O-])c1ccccc1O,pK1,7.23,25,C=0.0002,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 2-nitro-",,serjeant,serjeant2996,,A
2996,O=[N+]([O-])c1ccccc1O,pK1,7.499,5,C=0.0002,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 2-nitro-",,serjeant,serjeant2996,,A
2996,O=[N+]([O-])c1ccccc1O,pK1,7.424,10,C=0.0002,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 2-nitro-",,serjeant,serjeant2996,,A
2996,O=[N+]([O-])c1ccccc1O,pK1,7.353,15,C=0.0002,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 2-nitro-",,serjeant,serjeant2996,,A
2996,O=[N+]([O-])c1ccccc1O,pK1,7.293,20,C=0.0002,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 2-nitro-",,serjeant,serjeant2996,,A
2996,O=[N+]([O-])c1ccccc1O,pK1,7.18,30,C=0.0002,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 2-nitro-",,serjeant,serjeant2996,,A
2996,O=[N+]([O-])c1ccccc1O,pK1,7.135,35,C=0.0002,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 2-nitro-",,serjeant,serjeant2996,,A
2996,O=[N+]([O-])c1ccccc1O,pK1,7.085,40,C=0.0002,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 2-nitro-",,serjeant,serjeant2996,,A
2996,O=[N+]([O-])c1ccccc1O,pK1,7.043,45,C=0.0002,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 2-nitro-",,serjeant,serjeant2996,,A
2996,O=[N+]([O-])c1ccccc1O,pK1,6.993,50,C=0.0002,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 2-nitro-",,serjeant,serjeant2996,,A
2996,O=[N+]([O-])c1ccccc1O,pK1,6.966,55,C=0.0002,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 2-nitro-",,serjeant,serjeant2996,,A
2996,O=[N+]([O-])c1ccccc1O,pK1,6.931,60,C=0.0002,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 2-nitro-",,serjeant,serjeant2996,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.355,25,C=0.0006,O5a,R38,Thermodynamic quantities are derived from the results,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.36,25,C=0.00038,O5a,B97,,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.663,5,C=0.0006,O5a,R38,Thermodynamic quantities are derived from the results,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.547,10,C=0.0006,O5a,R38,Thermodynamic quantities are derived from the results,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.475,15,C=0.0006,O5a,R38,Thermodynamic quantities are derived from the results,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.423,20,C=0.0006,O5a,R38,Thermodynamic quantities are derived from the results,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.284,30,C=0.0006,O5a,R38,Thermodynamic quantities are derived from the results,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.232,35,C=0.0006,O5a,R38,Thermodynamic quantities are derived from the results,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.167,40,C=0.0006,O5a,R38,Thermodynamic quantities are derived from the results,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.111,45,C=0.0006,O5a,R38,Thermodynamic quantities are derived from the results,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.624,5,C=0.00038,O5a,B97,,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.553,10,C=0.00038,O5a,B97,,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.485,15,C=0.00038,O5a,B97,,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.421,20,C=0.00038,O5a,B97,,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.303,30,C=0.00038,O5a,B97,,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.249,35,C=0.00038,O5a,B97,,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.198,40,C=0.00038,O5a,B97,,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.149,45,C=0.00038,O5a,B97,,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2997,O=[N+]([O-])c1cccc(O)c1,pK1,8.103,50,C=0.00038,O5a,B97,,,"phenol, 3-nitro-",,serjeant,serjeant2997,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,7.156,25,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,7.151,25,m=0.00007,O5a,F12,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,7.501,0,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,7.425,5,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,7.35,10,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,7.281,15,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,7.216,20,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,7.101,30,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,7.046,35,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,7.001,40,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,6.958,45,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,6.914,50,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,6.875,55,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
2998,O=[N+]([O-])c1ccc(O)cc1,pK1,6.839,60,,O5,A47,,,"phenol, 4-nitro-",,serjeant,serjeant2998,,A
3021,Sc1cccc(Cl)c1,pK1,5.78,25,m=0.0001,O5a,D28,,,"benzenethiol, 3-chloro-",,serjeant,serjeant3021,,A
3022,Sc1ccc(Cl)cc1,pK1,6.135,25,m=0.001,O5a,D28,,,"benzenethiol, 4-chloro-",,serjeant,serjeant3022,,A
3023,Sc1ccc(Br)cc1,pK1,6.02,25,m=0.0001,O5a,D28,,,"benzenethiol, 4-bromo-",,serjeant,serjeant3023,,A
3156,CC(C)C(C#N)C(=O)O,pK1,2.014,25,,C2,I26,Thermodynamic quantities are derived from the results,,"butanoic acid, 2-cyano-3-methyl-",,serjeant,serjeant3156,,A
3156,CC(C)C(C#N)C(=O)O,pK1,2.299,5,,C2,I26,Thermodynamic quantities are derived from the results,,"butanoic acid, 2-cyano-3-methyl-",,serjeant,serjeant3156,,A
3156,CC(C)C(C#N)C(=O)O,pK1,2.32,10,,C2,I26,Thermodynamic quantities are derived from the results,,"butanoic acid, 2-cyano-3-methyl-",,serjeant,serjeant3156,,A
3156,CC(C)C(C#N)C(=O)O,pK1,2.343,15,,C2,I26,Thermodynamic quantities are derived from the results,,"butanoic acid, 2-cyano-3-methyl-",,serjeant,serjeant3156,,A
3156,CC(C)C(C#N)C(=O)O,pK1,2.365,20,,C2,I26,Thermodynamic quantities are derived from the results,,"butanoic acid, 2-cyano-3-methyl-",,serjeant,serjeant3156,,A
3156,CC(C)C(C#N)C(=O)O,pK1,2.427,30,,C2,I26,Thermodynamic quantities are derived from the results,,"butanoic acid, 2-cyano-3-methyl-",,serjeant,serjeant3156,,A
3156,CC(C)C(C#N)C(=O)O,pK1,2.452,35,,C2,I26,Thermodynamic quantities are derived from the results,,"butanoic acid, 2-cyano-3-methyl-",,serjeant,serjeant3156,,A
3156,CC(C)C(C#N)C(=O)O,pK1,2.481,40,,C2,I26,Thermodynamic quantities are derived from the results,,"butanoic acid, 2-cyano-3-methyl-",,serjeant,serjeant3156,,A
3156,CC(C)C(C#N)C(=O)O,pK1,2.511,45,,C2,I26,Thermodynamic quantities are derived from the results,,"butanoic acid, 2-cyano-3-methyl-",,serjeant,serjeant3156,,A
3175,O=C(O)CN(CC(=O)O)CC(=O)O,pK3,2.94,20,Molality scale,E1b,H57,Thermodynamic quantities are derived from the results,,"3-Azapentanedioic acid, 3-carboxymethyl-",Nitrilotriacetic acid,serjeant,serjeant3175,,A
3175,O=C(O)CN(CC(=O)O)CC(=O)O,pK4,10.334,20,Molality scale,E1b,H57,Thermodynamic quantities are derived from the results,,"3-Azapentanedioic acid, 3-carboxymethyl-",Nitrilotriacetic acid,serjeant,serjeant3175,,A
3262,O=[N+]([O-])c1cc(Br)cc(Br)c1O,pK1,4.708,25,C=0.00005,O5a,R30,,,"phenol, 2,4-dibromo-6-nitro-",,serjeant,serjeant3262,,A
3289,O=[N+]([O-])c1cccc(S)c1,pK1,5.241,25,"m=0.0001, I<0.15",O5a,D28,,,"benzenethiol, 3-nitro-",,serjeant,serjeant3289,,A
3290,O=[N+]([O-])c1ccc(S)cc1,pK1,4.715,25,"m=0.0001, I<0.15",O5a,D28,,,"benzenethiol, 4-nitro-",,serjeant,serjeant3290,,A
3386,O=Cc1cccc(O)c1,pK1,8.983,25,m=0.00006,O5a,B97,Thermodynamic quantities are derived from the results,,"benzaldehyde, 3-hydroxy-",,serjeant,serjeant3386,,A
3386,O=Cc1cccc(O)c1,pK1,9.264,5,m=0.00006,O5a,B97,Thermodynamic quantities are derived from the results,,"benzaldehyde, 3-hydroxy-",,serjeant,serjeant3386,,A
3386,O=Cc1cccc(O)c1,pK1,9.186,10,m=0.00006,O5a,B97,Thermodynamic quantities are derived from the results,,"benzaldehyde, 3-hydroxy-",,serjeant,serjeant3386,,A
3386,O=Cc1cccc(O)c1,pK1,9.114,15,m=0.00006,O5a,B97,Thermodynamic quantities are derived from the results,,"benzaldehyde, 3-hydroxy-",,serjeant,serjeant3386,,A
3386,O=Cc1cccc(O)c1,pK1,9.046,20,m=0.00006,O5a,B97,Thermodynamic quantities are derived from the results,,"benzaldehyde, 3-hydroxy-",,serjeant,serjeant3386,,A
3386,O=Cc1cccc(O)c1,pK1,8.924,30,m=0.00006,O5a,B97,Thermodynamic quantities are derived from the results,,"benzaldehyde, 3-hydroxy-",,serjeant,serjeant3386,,A
3386,O=Cc1cccc(O)c1,pK1,8.868,35,m=0.00006,O5a,B97,Thermodynamic quantities are derived from the results,,"benzaldehyde, 3-hydroxy-",,serjeant,serjeant3386,,A
3386,O=Cc1cccc(O)c1,pK1,8.817,40,m=0.00006,O5a,B97,Thermodynamic quantities are derived from the results,,"benzaldehyde, 3-hydroxy-",,serjeant,serjeant3386,,A
3386,O=Cc1cccc(O)c1,pK1,8.768,45,m=0.00006,O5a,B97,Thermodynamic quantities are derived from the results,,"benzaldehyde, 3-hydroxy-",,serjeant,serjeant3386,,A
3386,O=Cc1cccc(O)c1,pK1,8.724,50,m=0.00006,O5a,B97,Thermodynamic quantities are derived from the results,,"benzaldehyde, 3-hydroxy-",,serjeant,serjeant3386,,A
3386,O=Cc1cccc(O)c1,pK1,8.682,55,m=0.00006,O5a,B97,Thermodynamic quantities are derived from the results,,"benzaldehyde, 3-hydroxy-",,serjeant,serjeant3386,,A
3386,O=Cc1cccc(O)c1,pK1,8.643,60,m=0.00006,O5a,B97,Thermodynamic quantities are derived from the results,,"benzaldehyde, 3-hydroxy-",,serjeant,serjeant3386,,A
3388,O=C(O)c1ccccc1,pK1,4.205,25,"C=0.002-0.008, mixed constant","C2, R1b",F18,,"Other values at high pressures given in C61. Other values in H17 H33 L32 P4 P24 P25 R33 S88 S115 S120 T61 and W29",Benzoic acid,,serjeant,serjeant3388,,A
3388,O=C(O)c1ccccc1,pK1,4.204,25,Value calculated from thermodynamic data given in reference C61,O5a,B91,,"Other values at high pressures given in C61. Other values in H17 H33 L32 P4 P24 P25 R33 S88 S115 S120 T61 and W29",Benzoic acid,,serjeant,serjeant3388,,A
3388,O=C(O)c1ccccc1,pK1,4.205,25,m=0.005-0.02,E1cg,K30,,"Other values at high pressures given in C61. Other values in H17 H33 L32 P4 P24 P25 R33 S88 S115 S120 T61 and W29",Benzoic acid,,serjeant,serjeant3388,,A
3388,O=C(O)c1ccccc1,pK1,4.107,25,"C=0.002-0.008, mixed constant. P=500 (bar)","C2, R1b",F18,,"Other values at high pressures given in C61. Other values in H17 H33 L32 P4 P24 P25 R33 S88 S115 S120 T61 and W29",Benzoic acid,,serjeant,serjeant3388,500 (bar),A
3388,O=C(O)c1ccccc1,pK1,4.021,25,"C=0.002-0.008, mixed constant. P=1000 (bar)","C2, R1b",F18,,"Other values at high pressures given in C61. Other values in H17 H33 L32 P4 P24 P25 R33 S88 S115 S120 T61 and W29",Benzoic acid,,serjeant,serjeant3388,1000 (bar),A
3388,O=C(O)c1ccccc1,pK1,3.943,25,"C=0.002-0.008, mixed constant. P=1500 (bar)","C2, R1b",F18,,"Other values at high pressures given in C61. Other values in H17 H33 L32 P4 P24 P25 R33 S88 S115 S120 T61 and W29",Benzoic acid,,serjeant,serjeant3388,1500 (bar),A
3388,O=C(O)c1ccccc1,pK1,3.865,25,"C=0.002-0.008, mixed constant. P=2000 (bar)","C2, R1b",F18,,"Other values at high pressures given in C61. Other values in H17 H33 L32 P4 P24 P25 R33 S88 S115 S120 T61 and W29",Benzoic acid,,serjeant,serjeant3388,2000 (bar),A
3388,O=C(O)c1ccccc1,pK1,3.795,25,"C=0.002-0.008, mixed constant. P=2500 (bar)","C2, R1b",F18,,"Other values at high pressures given in C61. Other values in H17 H33 L32 P4 P24 P25 R33 S88 S115 S120 T61 and W29",Benzoic acid,,serjeant,serjeant3388,2500 (bar),A
3388,O=C(O)c1ccccc1,pK1,3.726,25,"C=0.002-0.008, mixed constant. P=3000 (bar)","C2, R1b",F18,,"Other values at high pressures given in C61. Other values in H17 H33 L32 P4 P24 P25 R33 S88 S115 S120 T61 and W29",Benzoic acid,,serjeant,serjeant3388,3000 (bar),A
3397,O=C(O)c1ccccc1O,pK1,2.97,25,C=0.001,O5,E24,,,"benzoic acid, 2-hydroxy-",Salicylic acid,serjeant,serjeant3397,,A
3404,O=C(O)c1cccc(O)c1O,pK1,2.914,25,C=0.0002-0.0012,"C1, R1a, K1a, K2e",D40,,,"benzoic acid, 2,3-dihydroxy-",,serjeant,serjeant3404,,A
3405,O=C(O)c1ccc(O)cc1O,pK1,3.325,25,C=0.00029-0.0051,"C1, R1a, K1a, K2e",D40,,,"benzoic acid, 2,4-dihydroxy-",,serjeant,serjeant3405,,A
3406,O=C(O)c1cc(O)ccc1O,pK1,2.951,25,C=0.00028-0.0027,"C1, R1a, K1a, K2e",D40,,,"benzoic acid, 2,5-dihydroxy-",,serjeant,serjeant3406,,A
3408,O=C(O)c1ccc(O)c(O)c1,pK1,4.491,25,C=0.00023-0.0016,"C1, R1a, K1a, K2e",D40,,,"benzoic acid, 3,4-dihydroxy-",,serjeant,serjeant3408,,A
3409,O=C(O)c1cc(O)cc(O)c1,pK1,4.039,25,C=0.0004-0.0016,"C1, R1a, K1a, K2e",D40,,,"benzoic acid, 3,5-dihydroxy-",,serjeant,serjeant3409,,A
3430,COc1cccc(O)c1,pK1,9.652,25,m=0.00026,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-methoxy-",,serjeant,serjeant3430,,A
3430,COc1cccc(O)c1,pK1,9.936,5,m=0.00026,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-methoxy-",,serjeant,serjeant3430,,A
3430,COc1cccc(O)c1,pK1,9.858,10,m=0.00026,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-methoxy-",,serjeant,serjeant3430,,A
3430,COc1cccc(O)c1,pK1,9.784,15,m=0.00026,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-methoxy-",,serjeant,serjeant3430,,A
3430,COc1cccc(O)c1,pK1,9.716,20,m=0.00026,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-methoxy-",,serjeant,serjeant3430,,A
3430,COc1cccc(O)c1,pK1,9.593,30,m=0.00026,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-methoxy-",,serjeant,serjeant3430,,A
3430,COc1cccc(O)c1,pK1,9.537,35,m=0.00026,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-methoxy-",,serjeant,serjeant3430,,A
3430,COc1cccc(O)c1,pK1,9.486,40,m=0.00026,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-methoxy-",,serjeant,serjeant3430,,A
3430,COc1cccc(O)c1,pK1,9.438,45,m=0.00026,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-methoxy-",,serjeant,serjeant3430,,A
3430,COc1cccc(O)c1,pK1,9.393,50,m=0.00026,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-methoxy-",,serjeant,serjeant3430,,A
3430,COc1cccc(O)c1,pK1,9.352,55,m=0.00026,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-methoxy-",,serjeant,serjeant3430,,A
3430,COc1cccc(O)c1,pK1,9.313,60,m=0.00026,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-methoxy-",,serjeant,serjeant3430,,A
3438,Cc1cccc(S)c1,pK1,6.66,25,"m=0.0001, I<0.15",O5a,D28,,,"benzenethiol, 3-methyl-",,serjeant,serjeant3438,,A
3439,Cc1ccc(S)cc1,pK1,6.82,25,"m=0.0001, I<0.15",O5a,D28,,,"benzenethiol, 4-methyl-",,serjeant,serjeant3439,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK1,2.151,25,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK2,7.417,25,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK1,2.123,5,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK1,2.129,10,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK1,2.136,15,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK1,2.144,20,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK1,2.16,30,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK1,2.172,35,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK1,2.187,40,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK1,2.207,45,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK2,7.401,5,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK2,7.4,10,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK2,7.401,15,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
